"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8076307"	"1"	"0.1499535"	"-1.58"	"-4.36"	"-1.24e-01"	"RANGAP1"	"Ran GTPase activating protein 1"
"8027510"	"1"	"0.1499746"	"-1.58"	"-4.36"	"-1.69e-01"	"FAAP24///FAAP24"	"Fanconi anemia core complex associated protein 24///Fanconi anemia core complex associated protein 24"
"7997779"	"1"	"0.1499907"	"-1.58"	"-4.36"	"-1.06e-01"	"ZC3H18"	"zinc finger CCCH-type containing 18"
"8109618"	"1"	"0.1501524"	"1.58"	"-4.36"	"1.70e-01"	""	""
"7893256"	"1"	"0.150184"	"1.58"	"-4.36"	"2.98e-01"	""	""
"7896028"	"1"	"0.1502012"	"-1.58"	"-4.36"	"-2.86e-01"	""	""
"8001876"	"1"	"0.1502164"	"-1.58"	"-4.36"	"-1.58e-01"	"NAE1"	"NEDD8 activating enzyme E1 subunit 1"
"8055406"	"1"	"0.1503486"	"-1.58"	"-4.36"	"-1.17e-01"	"LCT"	"lactase"
"7900438"	"1"	"0.1503726"	"-1.58"	"-4.36"	"-2.28e-01"	"ZFP69B"	"ZFP69 zinc finger protein B"
"7895579"	"1"	"0.1503891"	"1.58"	"-4.36"	"9.80e-02"	""	""
"8061082"	"1"	"0.1503914"	"-1.58"	"-4.36"	"-8.60e-02"	"OTOR"	"otoraplin"
"7917514"	"1"	"0.1504018"	"-1.58"	"-4.36"	"-2.72e-01"	""	""
"7940491"	"1"	"0.150421"	"1.58"	"-4.36"	"1.08e-01"	""	""
"8146241"	"1"	"0.1504271"	"-1.58"	"-4.36"	"-1.86e-01"	""	""
"8129666"	"1"	"0.1504334"	"-1.58"	"-4.36"	"-1.32e-01"	"SLC2A12"	"solute carrier family 2 member 12"
"8023906"	"1"	"0.1504448"	"-1.58"	"-4.36"	"-1.02e-01"	""	""
"7894425"	"1"	"0.1504666"	"1.58"	"-4.36"	"4.63e-01"	""	""
"7970597"	"1"	"0.1504961"	"1.58"	"-4.36"	"1.63e-01"	"ANKRD20A19P"	"ankyrin repeat domain 20 family member A19, pseudogene"
"7995783"	"1"	"0.1504984"	"-1.58"	"-4.36"	"-2.98e-01"	"MT2A"	"metallothionein 2A"
"7961820"	"1"	"0.1505053"	"1.58"	"-4.36"	"1.19e-01"	"LINC00477"	"long intergenic non-protein coding RNA 477"
"7965245"	"1"	"0.1505087"	"-1.58"	"-4.36"	"-1.20e-01"	"MKRN9P"	"makorin ring finger protein 9, pseudogene"
"8173513"	"1"	"0.1505406"	"1.58"	"-4.36"	"1.20e-01"	"RPS4X"	"ribosomal protein S4, X-linked"
"7902227"	"1"	"0.1505466"	"-1.58"	"-4.36"	"-1.80e-01"	"GADD45A"	"growth arrest and DNA damage inducible alpha"
"8017711"	"1"	"0.1507741"	"-1.58"	"-4.36"	"-1.03e-01"	"GNA13///GNA13"	"G protein subunit alpha 13///G protein subunit alpha 13"
"7895589"	"1"	"0.1507748"	"1.58"	"-4.36"	"1.32e-01"	""	""
"8162777"	"1"	"0.1508357"	"1.58"	"-4.36"	"1.07e-01"	"GABBR2"	"gamma-aminobutyric acid type B receptor subunit 2"
"8042501"	"1"	"0.1509002"	"1.58"	"-4.36"	"2.11e-01"	""	""
"8103620"	"1"	"0.1509152"	"-1.58"	"-4.36"	"-1.39e-01"	""	""
"8015268"	"1"	"0.1509484"	"-1.58"	"-4.36"	"-1.09e-01"	"KRT34"	"keratin 34"
"8132188"	"1"	"0.1509602"	"-1.58"	"-4.36"	"-1.05e-01"	"AVL9"	"AVL9 cell migration associated"
"8180355"	"1"	"0.1509819"	"1.58"	"-4.36"	"1.36e-01"	"RPLP1"	"ribosomal protein lateral stalk subunit P1"
"7901187"	"1"	"0.1509849"	"1.58"	"-4.36"	"1.19e-01"	"LURAP1"	"leucine rich adaptor protein 1"
"8004360"	"1"	"0.1510213"	"-1.58"	"-4.36"	"-1.06e-01"	"KCTD11"	"potassium channel tetramerization domain containing 11"
"8162931"	"1"	"0.1510371"	"1.58"	"-4.36"	"1.22e-01"	"OR13C3"	"olfactory receptor family 13 subfamily C member 3"
"7941214"	"1"	"0.1510477"	"-1.58"	"-4.36"	"-2.63e-01"	"POLA2"	"DNA polymerase alpha 2, accessory subunit"
"8095135"	"1"	"0.1510493"	"-1.58"	"-4.36"	"-1.67e-01"	""	""
"8102350"	"1"	"0.1510683"	"-1.58"	"-4.36"	"-1.79e-01"	""	""
"8133062"	"1"	"0.1510764"	"-1.58"	"-4.36"	"-9.13e-02"	"ZNF273"	"zinc finger protein 273"
"7896361"	"1"	"0.1510852"	"1.58"	"-4.36"	"4.44e-01"	""	""
"8008350"	"1"	"0.1511278"	"1.58"	"-4.36"	"1.28e-01"	"MYCBPAP"	"MYCBP associated protein"
"8051666"	"1"	"0.1511545"	"1.58"	"-4.36"	"1.74e-01"	""	""
"7963760"	"1"	"0.1511585"	"1.58"	"-4.36"	"2.25e-01"	"NFE2"	"nuclear factor, erythroid 2"
"7911047"	"1"	"0.1511653"	"1.58"	"-4.36"	"1.08e-01"	""	""
"8120822"	"1"	"0.1512463"	"-1.58"	"-4.36"	"-1.07e-01"	""	""
"8094372"	"1"	"0.1512513"	"-1.58"	"-4.36"	"-1.11e-01"	"SOD3"	"superoxide dismutase 3, extracellular"
"7896517"	"1"	"0.1512966"	"1.58"	"-4.36"	"2.44e-01"	""	""
"8115783"	"1"	"0.1513518"	"1.58"	"-4.36"	"1.17e-01"	"STK10"	"serine/threonine kinase 10"
"7894606"	"1"	"0.1513744"	"-1.58"	"-4.36"	"-5.93e-01"	""	""
"7961654"	"1"	"0.1514069"	"-1.58"	"-4.36"	"-1.11e-01"	"RECQL"	"RecQ like helicase"
"8052382"	"1"	"0.1514143"	"-1.58"	"-4.36"	"-3.34e-01"	"FANCL"	"Fanconi anemia complementation group L"
"8129097"	"1"	"0.1514268"	"1.58"	"-4.36"	"1.64e-01"	"TSPYL1"	"TSPY like 1"
"8089820"	"1"	"0.1514764"	"1.58"	"-4.36"	"1.39e-01"	"GPR156"	"G protein-coupled receptor 156"
"8097790"	"1"	"0.1515861"	"-1.58"	"-4.36"	"-1.10e-01"	""	""
"7968132"	"1"	"0.1516005"	"-1.58"	"-4.36"	"-1.28e-01"	"NUP58"	"nucleoporin 58"
"8092187"	"1"	"0.1516251"	"1.58"	"-4.36"	"1.15e-01"	"SPATA16"	"spermatogenesis associated 16"
"7896152"	"1"	"0.1516542"	"-1.58"	"-4.36"	"-4.12e-01"	""	""
"7895084"	"1"	"0.1516598"	"-1.58"	"-4.36"	"-1.13e-01"	""	""
"8082305"	"1"	"0.1516998"	"1.58"	"-4.36"	"1.23e-01"	"CHCHD6"	"coiled-coil-helix-coiled-coil-helix domain containing 6"
"7904867"	"1"	"0.1517412"	"-1.58"	"-4.36"	"-1.35e-01"	""	""
"7904946"	"1"	"0.1517412"	"-1.58"	"-4.36"	"-1.35e-01"	""	""
"7925452"	"1"	"0.1517666"	"1.58"	"-4.36"	"9.35e-02"	"GREM2"	"gremlin 2, DAN family BMP antagonist"
"8154361"	"1"	"0.1518079"	"-1.57"	"-4.36"	"-1.23e-01"	""	""
"8131335"	"1"	"0.1518111"	"1.57"	"-4.36"	"1.65e-01"	""	""
"7980309"	"1"	"0.1518535"	"1.57"	"-4.36"	"2.88e-01"	"C14orf1"	"chromosome 14 open reading frame 1"
"7985444"	"1"	"0.1518595"	"1.57"	"-4.36"	"1.45e-01"	"UBE2Q2P2///LOC727751///GOLGA2P7///GOLGA2P10"	"ubiquitin conjugating enzyme E2 Q2 pseudogene 2///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10"
"8022745"	"1"	"0.1519242"	"1.57"	"-4.36"	"1.15e-01"	""	""
"8116593"	"1"	"0.1519509"	"1.57"	"-4.36"	"1.11e-01"	""	""
"7915516"	"1"	"0.1519662"	"-1.57"	"-4.36"	"-1.16e-01"	"MED8"	"mediator complex subunit 8"
"7985402"	"1"	"0.1519776"	"1.57"	"-4.36"	"1.68e-01"	"UBE2Q2P2"	"ubiquitin conjugating enzyme E2 Q2 pseudogene 2"
"7899654"	"1"	"0.1519836"	"-1.57"	"-4.36"	"-8.47e-02"	"KHDRBS1"	"KH RNA binding domain containing, signal transduction associated 1"
"8046003"	"1"	"0.1519929"	"-1.57"	"-4.36"	"-1.67e-01"	"GCA"	"grancalcin"
"7895565"	"1"	"0.1520473"	"1.57"	"-4.36"	"1.26e-01"	""	""
"7990377"	"1"	"0.1520776"	"-1.57"	"-4.36"	"-1.04e-01"	""	""
"8135341"	"1"	"0.1520819"	"-1.57"	"-4.36"	"-1.02e-01"	"CDHR3"	"cadherin related family member 3"
"8094759"	"1"	"0.1520821"	"-1.57"	"-4.36"	"-9.90e-02"	"NSUN7"	"NOP2/Sun RNA methyltransferase family member 7"
"8107109"	"1"	"0.1521362"	"1.57"	"-4.36"	"1.53e-01"	""	""
"7986426"	"1"	"0.1522559"	"1.57"	"-4.36"	"1.41e-01"	""	""
"8138454"	"1"	"0.1522624"	"-1.57"	"-4.36"	"-1.33e-01"	"TWISTNB"	"TWIST neighbor"
"8061211"	"1"	"0.1523147"	"1.57"	"-4.36"	"1.51e-01"	"DTD1"	"D-tyrosyl-tRNA deacylase 1"
"7963614"	"1"	"0.1523413"	"-1.57"	"-4.37"	"-1.86e-01"	"ITGB7"	"integrin subunit beta 7"
"8023189"	"1"	"0.1523576"	"-1.57"	"-4.37"	"-2.05e-01"	""	""
"7896394"	"1"	"0.1524215"	"-1.57"	"-4.37"	"-2.38e-01"	""	""
"8071881"	"1"	"0.1525734"	"-1.57"	"-4.37"	"-1.20e-01"	"SPECC1L-ADORA2A///SPECC1L"	"SPECC1L-ADORA2A readthrough (NMD candidate)///sperm antigen with calponin homology and coiled-coil domains 1 like"
"7908072"	"1"	"0.1525821"	"-1.57"	"-4.37"	"-9.65e-02"	"LAMC2"	"laminin subunit gamma 2"
"8151766"	"1"	"0.1525878"	"1.57"	"-4.37"	"1.38e-01"	""	""
"8141371"	"1"	"0.152641"	"1.57"	"-4.37"	"1.30e-01"	"GJC3"	"gap junction protein gamma 3"
"7893196"	"1"	"0.1526676"	"-1.57"	"-4.37"	"-1.65e-01"	""	""
"7958147"	"1"	"0.1527203"	"-1.57"	"-4.37"	"-1.37e-01"	"TDG"	"thymine DNA glycosylase"
"7910915"	"1"	"0.1527637"	"1.57"	"-4.37"	"1.47e-01"	"CHRM3"	"cholinergic receptor muscarinic 3"
"8056343"	"1"	"0.152772"	"-1.57"	"-4.37"	"-2.75e-01"	"COBLL1"	"cordon-bleu WH2 repeat protein like 1"
"8152340"	"1"	"0.1527912"	"-1.57"	"-4.37"	"-2.16e-01"	"NUDCD1"	"NudC domain containing 1"
"8126760"	"1"	"0.1528261"	"1.57"	"-4.37"	"9.77e-02"	"RCAN2"	"regulator of calcineurin 2"
"7896523"	"1"	"0.1528265"	"1.57"	"-4.37"	"5.67e-01"	""	""
"8034021"	"1"	"0.1528989"	"-1.57"	"-4.37"	"-1.04e-01"	"CDC37"	"cell division cycle 37"
"7892535"	"1"	"0.1529143"	"1.57"	"-4.37"	"3.26e-01"	""	""
"8092845"	"1"	"0.1530573"	"1.57"	"-4.37"	"1.06e-01"	"GP5"	"glycoprotein V platelet"
"8159848"	"1"	"0.1530601"	"1.57"	"-4.37"	"9.85e-02"	""	""
"7895175"	"1"	"0.1531475"	"-1.57"	"-4.37"	"-2.24e-01"	""	""
"8152648"	"1"	"0.1531678"	"-1.57"	"-4.37"	"-1.22e-01"	"ZHX1-C8orf76///C8orf76"	"ZHX1-C8orf76 readthrough///chromosome 8 open reading frame 76"
"7929812"	"1"	"0.1531694"	"-1.57"	"-4.37"	"-1.78e-01"	""	""
"8003769"	"1"	"0.1531868"	"-1.57"	"-4.37"	"-2.49e-01"	""	""
"8100382"	"1"	"0.1531975"	"-1.57"	"-4.37"	"-1.80e-01"	"CHIC2///CHIC2"	"cysteine rich hydrophobic domain 2///cysteine rich hydrophobic domain 2"
"8129899"	"1"	"0.1532246"	"1.57"	"-4.37"	"9.38e-02"	""	""
"8156452"	"1"	"0.1532269"	"1.57"	"-4.37"	"1.20e-01"	"FAM120A"	"family with sequence similarity 120A"
"7897527"	"1"	"0.1532271"	"1.57"	"-4.37"	"2.18e-01"	"UBE4B"	"ubiquitination factor E4B"
"8142740"	"1"	"0.1532476"	"-1.57"	"-4.37"	"-9.90e-02"	"GCC1"	"GRIP and coiled-coil domain containing 1"
"7941039"	"1"	"0.1532598"	"-1.57"	"-4.37"	"-1.18e-01"	"RPS6KA4"	"ribosomal protein S6 kinase A4"
"7947674"	"1"	"0.1532687"	"1.57"	"-4.37"	"2.34e-01"	""	""
"8065738"	"1"	"0.153302"	"1.57"	"-4.37"	"2.59e-01"	"AHCY"	"adenosylhomocysteinase"
"7895740"	"1"	"0.1533562"	"1.57"	"-4.37"	"1.69e-01"	""	""
"8046283"	"1"	"0.1533662"	"1.57"	"-4.37"	"8.47e-02"	"GAD1"	"glutamate decarboxylase 1"
"7996041"	"1"	"0.1533726"	"-1.57"	"-4.37"	"-1.68e-01"	"COQ9"	"coenzyme Q9"
"7956007"	"1"	"0.1533762"	"1.57"	"-4.37"	"1.01e-01"	"OR10P1"	"olfactory receptor family 10 subfamily P member 1"
"8065018"	"1"	"0.1535385"	"-1.57"	"-4.37"	"-1.49e-01"	"TASP1"	"taspase 1"
"7978405"	"1"	"0.1535852"	"-1.57"	"-4.37"	"-1.44e-01"	""	""
"8054075"	"1"	"0.1536562"	"-1.57"	"-4.37"	"-1.71e-01"	"UBTFL1"	"upstream binding transcription factor, RNA polymerase I-like 1"
"8118890"	"1"	"0.1537492"	"1.57"	"-4.37"	"1.18e-01"	"SCUBE3"	"signal peptide, CUB domain and EGF like domain containing 3"
"7892917"	"1"	"0.1537629"	"-1.57"	"-4.37"	"-2.83e-01"	""	""
"7985983"	"1"	"0.1537667"	"-1.57"	"-4.37"	"-1.25e-01"	"NGRN"	"neugrin, neurite outgrowth associated"
"7965154"	"1"	"0.1537729"	"1.57"	"-4.37"	"1.57e-01"	""	""
"7899595"	"1"	"0.153815"	"-1.57"	"-4.37"	"-1.21e-01"	"MATN1-AS1"	"MATN1 antisense RNA 1"
"8037621"	"1"	"0.1538208"	"-1.57"	"-4.37"	"-2.35e-01"	"EML2"	"echinoderm microtubule associated protein like 2"
"8111251"	"1"	"0.1538229"	"1.57"	"-4.37"	"1.12e-01"	""	""
"8171881"	"1"	"0.1538969"	"-1.57"	"-4.37"	"-1.19e-01"	""	""
"7906948"	"1"	"0.1539062"	"-1.57"	"-4.37"	"-4.32e-01"	""	""
"7948137"	"1"	"0.1539982"	"-1.57"	"-4.37"	"-8.43e-02"	"OR5M8"	"olfactory receptor family 5 subfamily M member 8"
"7894132"	"1"	"0.1540323"	"1.57"	"-4.37"	"9.25e-02"	""	""
"8088128"	"1"	"0.154038"	"-1.57"	"-4.37"	"-1.49e-01"	"DCP1A"	"decapping mRNA 1A"
"8177732"	"1"	"0.1540586"	"-1.57"	"-4.37"	"-1.54e-01"	"HLA-H///HLA-B///HLA-A///HLA-B///HLA-A"	"major histocompatibility complex, class I, H (pseudogene)///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A"
"8131996"	"1"	"0.1540721"	"1.57"	"-4.37"	"2.94e-01"	"CREB5"	"cAMP responsive element binding protein 5"
"7896156"	"1"	"0.1541615"	"1.56"	"-4.37"	"1.93e-01"	""	""
"7894371"	"1"	"0.1541689"	"-1.56"	"-4.37"	"-1.45e-01"	""	""
"8168373"	"1"	"0.1542015"	"1.56"	"-4.37"	"1.30e-01"	""	""
"7968062"	"1"	"0.1542249"	"-1.56"	"-4.37"	"-1.24e-01"	"ATP12A"	"ATPase H+/K+ transporting non-gastric alpha2 subunit"
"8133014"	"1"	"0.1542617"	"-1.56"	"-4.37"	"-1.08e-01"	""	""
"7923885"	"1"	"0.1543307"	"-1.56"	"-4.37"	"-1.22e-01"	"C1orf147"	"chromosome 1 open reading frame 147"
"7919574"	"1"	"0.1543344"	"1.56"	"-4.37"	"1.21e-01"	""	""
"8020141"	"1"	"0.1543353"	"-1.56"	"-4.37"	"-1.62e-01"	"APCDD1"	"APC down-regulated 1"
"7937476"	"1"	"0.1543576"	"1.56"	"-4.37"	"1.02e-01"	"RPLP2"	"ribosomal protein lateral stalk subunit P2"
"7933469"	"1"	"0.154384"	"-1.56"	"-4.37"	"-1.59e-01"	"ARHGAP22"	"Rho GTPase activating protein 22"
"8040483"	"1"	"0.1544566"	"-1.56"	"-4.37"	"-1.66e-01"	""	""
"8156573"	"1"	"0.1545093"	"1.56"	"-4.37"	"1.11e-01"	"MIR24-1///C9orf3"	"microRNA 24-1///chromosome 9 open reading frame 3"
"7991581"	"1"	"0.1545242"	"-1.56"	"-4.37"	"-1.05e-01"	"CHSY1"	"chondroitin sulfate synthase 1"
"7896095"	"1"	"0.1545685"	"1.56"	"-4.37"	"2.81e-01"	""	""
"7954527"	"1"	"0.1545718"	"-1.56"	"-4.37"	"-1.80e-01"	"ARNTL2"	"aryl hydrocarbon receptor nuclear translocator like 2"
"7996331"	"1"	"0.1546999"	"1.56"	"-4.37"	"9.50e-02"	"CA7"	"carbonic anhydrase 7"
"8180250"	"1"	"0.1547107"	"1.56"	"-4.37"	"1.16e-01"	""	""
"8063716"	"1"	"0.154762"	"1.56"	"-4.37"	"6.39e-01"	"TUBB1"	"tubulin beta 1 class VI"
"7970082"	"1"	"0.1547799"	"-1.56"	"-4.37"	"-1.12e-01"	""	""
"7945462"	"1"	"0.1547808"	"-1.56"	"-4.37"	"-5.92e-01"	"IRF7"	"interferon regulatory factor 7"
"7894845"	"1"	"0.1549134"	"-1.56"	"-4.37"	"-1.10e-01"	""	""
"7923707"	"1"	"0.154965"	"1.56"	"-4.37"	"9.35e-02"	"TMEM81"	"transmembrane protein 81"
"8095221"	"1"	"0.1550318"	"1.56"	"-4.37"	"1.52e-01"	"PAICS"	"phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"7971163"	"1"	"0.1550408"	"1.56"	"-4.37"	"1.44e-01"	""	""
"8152626"	"1"	"0.1550907"	"-1.56"	"-4.37"	"-1.05e-01"	""	""
"8132819"	"1"	"0.1551247"	"-1.56"	"-4.37"	"-9.27e-02"	"IKZF1"	"IKAROS family zinc finger 1"
"8115122"	"1"	"0.1551382"	"1.56"	"-4.37"	"1.42e-01"	"CAMK2A"	"calcium/calmodulin dependent protein kinase II alpha"
"7905744"	"1"	"0.1551492"	"1.56"	"-4.37"	"1.83e-01"	""	""
"7907058"	"1"	"0.1551533"	"-1.56"	"-4.37"	"-2.35e-01"	"POU2F1"	"POU class 2 homeobox 1"
"7971222"	"1"	"0.1551996"	"-1.56"	"-4.37"	"-1.32e-01"	"MTRF1"	"mitochondrial translational release factor 1"
"8170166"	"1"	"0.1552076"	"-1.56"	"-4.37"	"-1.64e-01"	"HTATSF1"	"HIV-1 Tat specific factor 1"
"7936576"	"1"	"0.1552077"	"1.56"	"-4.37"	"1.86e-01"	""	""
"8108912"	"1"	"0.1552119"	"1.56"	"-4.37"	"1.16e-01"	"SH3RF2"	"SH3 domain containing ring finger 2"
"7895647"	"1"	"0.1552144"	"1.56"	"-4.37"	"1.16e-01"	""	""
"8020702"	"1"	"0.1552571"	"1.56"	"-4.37"	"1.82e-01"	"TAF4B"	"TATA-box binding protein associated factor 4b"
"8036341"	"1"	"0.1552752"	"-1.56"	"-4.37"	"-1.27e-01"	"ZNF461"	"zinc finger protein 461"
"8178377"	"1"	"0.1553271"	"-1.56"	"-4.37"	"-1.31e-01"	"DHX16"	"DEAH-box helicase 16"
"8102594"	"1"	"0.1553632"	"-1.56"	"-4.37"	"-2.09e-01"	"TNIP3"	"TNFAIP3 interacting protein 3"
"8083053"	"1"	"0.1554595"	"1.56"	"-4.37"	"9.23e-02"	"TRIM42"	"tripartite motif containing 42"
"7894031"	"1"	"0.1555048"	"1.56"	"-4.37"	"4.03e-01"	""	""
"8079019"	"1"	"0.1555532"	"1.56"	"-4.37"	"1.15e-01"	"RPS27///RPS27"	"ribosomal protein S27///ribosomal protein S27"
"8030470"	"1"	"0.1555988"	"1.56"	"-4.37"	"8.25e-02"	"AP2A1"	"adaptor related protein complex 2 alpha 1 subunit"
"7943347"	"1"	"0.1556112"	"1.56"	"-4.37"	"1.07e-01"	"ARHGAP42"	"Rho GTPase activating protein 42"
"7944554"	"1"	"0.1556763"	"-1.56"	"-4.37"	"-1.49e-01"	"TMEM136///TMEM136"	"transmembrane protein 136///transmembrane protein 136"
"7960427"	"1"	"0.1556839"	"1.56"	"-4.37"	"1.88e-01"	"AKAP3"	"A-kinase anchoring protein 3"
"8101207"	"1"	"0.1557236"	"1.56"	"-4.37"	"1.38e-01"	"SOWAHB"	"sosondowah ankyrin repeat domain family member B"
"8022902"	"1"	"0.1557496"	"-1.56"	"-4.37"	"-1.75e-01"	"INO80C"	"INO80 complex subunit C"
"8176730"	"1"	"0.1557723"	"1.56"	"-4.37"	"1.15e-01"	"RPS4Y2"	"ribosomal protein S4, Y-linked 2"
"8150266"	"1"	"0.1557728"	"-1.56"	"-4.37"	"-1.43e-01"	"LSM1"	"LSM1 homolog, mRNA degradation associated"
"8093829"	"1"	"0.1557886"	"-1.56"	"-4.37"	"-1.85e-01"	"ZBTB49"	"zinc finger and BTB domain containing 49"
"8166632"	"1"	"0.1558378"	"-1.56"	"-4.38"	"-2.55e-01"	"GK3P///GK"	"glycerol kinase 3 pseudogene///glycerol kinase"
"8096808"	"1"	"0.1558445"	"1.56"	"-4.38"	"8.90e-02"	"MCUB"	"mitochondrial calcium uniporter dominant negative beta subunit"
"8142403"	"1"	"0.1559089"	"-1.56"	"-4.38"	"-1.01e-01"	""	""
"8139820"	"1"	"0.1559411"	"-1.56"	"-4.38"	"-1.24e-01"	"ZNF680"	"zinc finger protein 680"
"8004293"	"1"	"0.1559901"	"-1.56"	"-4.38"	"-1.19e-01"	"ELP5"	"elongator acetyltransferase complex subunit 5"
"8008834"	"1"	"0.1561155"	"1.56"	"-4.38"	"1.66e-01"	"CLTC"	"clathrin heavy chain"
"8128282"	"1"	"0.1561233"	"1.56"	"-4.38"	"1.90e-01"	""	""
"8029321"	"1"	"0.1561539"	"-1.56"	"-4.38"	"-1.48e-01"	"ZNF283"	"zinc finger protein 283"
"8041422"	"1"	"0.1562142"	"-1.56"	"-4.38"	"-2.76e-01"	"RASGRP3"	"RAS guanyl releasing protein 3"
"8150590"	"1"	"0.1563163"	"-1.56"	"-4.38"	"-1.11e-01"	""	""
"7893118"	"1"	"0.156371"	"1.56"	"-4.38"	"4.92e-01"	""	""
"8089013"	"1"	"0.1563959"	"-1.56"	"-4.38"	"-1.96e-01"	""	""
"8074916"	"1"	"0.1563989"	"1.56"	"-4.38"	"1.23e-01"	"DRICH1"	"aspartate rich 1"
"7984436"	"1"	"0.1564201"	"1.56"	"-4.38"	"1.12e-01"	"SKOR1"	"SKI family transcriptional corepressor 1"
"7976084"	"1"	"0.1564469"	"1.56"	"-4.38"	"1.54e-01"	"SPATA7"	"spermatogenesis associated 7"
"8113431"	"1"	"0.1564492"	"1.56"	"-4.38"	"1.33e-01"	""	""
"7972253"	"1"	"0.1564717"	"1.55"	"-4.38"	"1.96e-01"	""	""
"7969477"	"1"	"0.156502"	"1.55"	"-4.38"	"1.28e-01"	""	""
"8107578"	"1"	"0.156505"	"-1.55"	"-4.38"	"-9.33e-02"	"SRFBP1"	"serum response factor binding protein 1"
"7892763"	"1"	"0.1565154"	"1.55"	"-4.38"	"2.45e-01"	""	""
"8081564"	"1"	"0.1565309"	"-1.55"	"-4.38"	"-2.71e-01"	"CD96"	"CD96 molecule"
"8109424"	"1"	"0.1565332"	"-1.55"	"-4.38"	"-3.87e-01"	""	""
"7898535"	"1"	"0.1566258"	"-1.55"	"-4.38"	"-2.50e-01"	""	""
"8180287"	"1"	"0.1566421"	"1.55"	"-4.38"	"1.33e-01"	"RPL31"	"ribosomal protein L31"
"8069487"	"1"	"0.156643"	"-1.55"	"-4.38"	"-1.22e-01"	"BAGE2///BAGE3///BAGE5"	"B melanoma antigen family member 2///B melanoma antigen family member 3///B melanoma antigen family member 5"
"8069845"	"1"	"0.1566513"	"1.55"	"-4.38"	"1.03e-01"	"KRTAP19-7"	"keratin associated protein 19-7"
"8111524"	"1"	"0.1566537"	"-1.55"	"-4.38"	"-1.24e-01"	"UGT3A2"	"UDP glycosyltransferase family 3 member A2"
"7945156"	"1"	"0.1566616"	"-1.55"	"-4.38"	"-1.99e-01"	""	""
"7960819"	"1"	"0.1567012"	"1.55"	"-4.38"	"2.56e-01"	""	""
"8130032"	"1"	"0.1567247"	"-1.55"	"-4.38"	"-7.58e-02"	"FBXO30"	"F-box protein 30"
"8053574"	"1"	"0.1567911"	"1.55"	"-4.38"	"1.10e-01"	""	""
"8133016"	"1"	"0.1568203"	"-1.55"	"-4.38"	"-9.80e-02"	""	""
"8147516"	"1"	"0.156833"	"1.55"	"-4.38"	"1.76e-01"	"MATN2"	"matrilin 2"
"8072113"	"1"	"0.1568507"	"-1.55"	"-4.38"	"-1.82e-01"	"SRRD"	"SRR1 domain containing"
"8170247"	"1"	"0.1568895"	"-1.55"	"-4.38"	"-1.59e-01"	"SPANXA2-OT1"	"SPANXA2 overlapping transcript 1"
"7895186"	"1"	"0.1569335"	"1.55"	"-4.38"	"3.68e-01"	""	""
"8101701"	"1"	"0.1569449"	"-1.55"	"-4.38"	"-4.70e-01"	"PPM1K///PPM1K"	"protein phosphatase, Mg2+/Mn2+ dependent 1K///protein phosphatase, Mg2+/Mn2+ dependent 1K"
"7981157"	"1"	"0.1569805"	"1.55"	"-4.38"	"2.49e-01"	"LINC00341"	"long intergenic non-protein coding RNA 341"
"8026533"	"1"	"0.1570339"	"-1.55"	"-4.38"	"-8.24e-01"	"HSH2D"	"hematopoietic SH2 domain containing"
"8131263"	"1"	"0.1570576"	"1.55"	"-4.38"	"3.22e-01"	"SNORD13P2"	"small nucleolar RNA, C/D box 13 pseudogene 2"
"8088526"	"1"	"0.1570692"	"-1.55"	"-4.38"	"-1.50e-01"	"THOC7"	"THO complex 7"
"7933582"	"1"	"0.1571167"	"-1.55"	"-4.38"	"-1.29e-01"	"TIMM23B///TIMM23"	"translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23"
"8062064"	"1"	"0.1571548"	"1.55"	"-4.38"	"1.02e-01"	"MYH7B"	"myosin heavy chain 7B"
"8010560"	"1"	"0.1571658"	"1.55"	"-4.38"	"1.92e-01"	"LOC100129503"	"uncharacterized LOC100129503"
"7930008"	"1"	"0.1571971"	"-1.55"	"-4.38"	"-1.17e-01"	"NOLC1"	"nucleolar and coiled-body phosphoprotein 1"
"7939918"	"1"	"0.1572039"	"-1.55"	"-4.38"	"-1.25e-01"	"OR4A15"	"olfactory receptor family 4 subfamily A member 15"
"7915612"	"1"	"0.157284"	"-1.55"	"-4.38"	"-2.54e-01"	"PTCH2"	"patched 2"
"7892629"	"1"	"0.1573409"	"1.55"	"-4.38"	"3.19e-01"	""	""
"8061742"	"1"	"0.1573698"	"1.55"	"-4.38"	"1.11e-01"	"LOC149950"	"uncharacterized LOC149950"
"7951873"	"1"	"0.1574367"	"-1.55"	"-4.38"	"-8.98e-02"	"SIK3"	"SIK family kinase 3"
"7984961"	"1"	"0.1575032"	"1.55"	"-4.38"	"9.00e-02"	"GOLGA6C///LOC645752///GOLGA6A///GOLGA6B"	"golgin A6 family member C///golgin A6 family member A pseudogene///golgin A6 family member A///golgin A6 family member B"
